Column1,Column2,Column3,Column4
1753,I have reconciled the bank transaction so that now I have an Expense sitting against account 500  Corporation Tax,0,125435
1754,In my Profit and Loss for 201617 the expense against code 500 is now shown as an operating expense and reduces down the net profit for the year,1,125435
1755,Is there any way of separately showing net profit BEFORE tax and having the Corporation Tax expense sitting between net profit BEFORE tax and net profit AFTER tax,3,125435
1756,ThanksBen,4,125435
1757,I have completed all of the payroll enrolment details in Payroll settings but Xero is not selecting any staff to be included in auto enrolment,1,137779
1758,All of them are eligible by my reckoning but none are selected,1,137779
1759,On the Employee tab under Eligibility Status the box is greyed out,1,137779
1760,I am clearly missing something but after assessing this forum and the videos I am no clearer what I am missing,1,137779
1761,Could somebody suggest what I am missing,3,137779
1762,ThanksAndy,4,137779
1763,Hi allIm a new Xero user and trying to create my first invoice,0,136222
1764,All good except the invoice isnt showing my bank account details so I can get paid by EFT,1,136222
1765,How can this be added to the standard template,3,136222
1766,I have entered the details into the financial section,0,136222
1767,I have searched the boards here for an answer and cant seem to find one,0,136222
1768,Thanks,4,136222
1769,HI I have been using xero for 6 months and on the whole it is fantastic,0,128095
1770,One thing that i would like to see is the credit invoices issued by suppliers to be able to be manually ticked against a payment rather than allocating it to another invoice,1,128095
1771,As a lot of our credit notes do not correspond with invoices from the supplier and it then becomes difficult for suppliers to match off our invoices from our remittances,1,128095
1772,Also the fact that each time you load an invoice onto a supplier that has a credit note a reminder comes up that there is a credit note available,1,128095
1773,this in turn seems to stop the flow of creating another bill as it takes you to that invoice if you dont allocate this credit,1,128095
1774,Looking forward to your reply,4,128095
1775,i just added new expense account in the drop down list on Expense claimCurrent Claimâ€ºNew Receiptaccount,0,136180
1776,the list on expense does not include the new expense account i just created,1,136180
1777,We have had several issues trying to finalize last weeks pay 40 Staff,0,138215
1778,We have had MarcXero replying and we have made comments to him,0,138215
1779,He has to their credit come back to us,0,138215
1780,All be it late and we made our own interpretations,0,138215
1781,We been me and our accountancy vCFO,0,138215
1782,Finally getting last weeks payroll up to day having to Process through the old system last week,0,138215
1783,We hit the process button and it is frozen,1,138215
1784,The button just wont move,1,138215
1785,We are told there was an update this morning after an issue fot more than 25 staff in payroll0,0,138215
1786,We have give Marc access,0,138215
1787,HiI have reconciled also bank statement for past financial year from 1st April 2015 to 31st March 2016 I usually run monthly profit and loss reports,0,135066
1788,However for the final month of March the PL report shows me as final conversion balances for the year ended March 2016 rather than the individual March month income and expenses,1,135066
1789,Any help and ideas appreciated on this topic Ash,4,135066
1790,I am struggling to sort out the best way to handle reconciling two transactions I have in Xero,0,135142
1791,I have two separate vendors who issued partial refunds after a purchase was made,0,135142
1792,One was because we were charged too much for shipping and the other because we were charged for an upgrade that we did not end up using,0,135142
1793,Both of the original expenses were one off expenses paid via credit card and do not have associated bills,0,135142
1794,They were just reconciled along with other bank transactions,0,135142
1795,How do I handle the refunds,3,135142
1796,They dont seem to be overpayments and I dont have a bill to create a credit note against,1,135142
1797,I could create bills but is that a best practice,3,135142
1798,If I just choose to reconcile it and label is as vendor refund is it categorized as an asset or as revenue,3,135142
1799,Any guidance would be very much appreciated Thanks,0,135142
1800,Hi there â€ I am starting a business that is pretty straightforward wholesale distribution,0,126593
1801,Payments will mostly come in via check but many customers will pay via credit card,0,126593
1802,I love the idea of being able to email an invoice to a customer with a big PAY NOW button which will let them simply input their CC details secureley and pay their invoice,0,126593
1803,This is a new venture for me though and Im admittedly ignorant on the details and variables I should be considering when making this,1,126593
1804,Which service should I integrate,3,126593
1805,How do the services that integrate with Xero compare to setting up Merchant Services through my bank,3,126593
1806,Would appreciate any guidance regarding how I might go about thinking about this problem and coming up with a good solution,4,126593
1807,Hi thereWe use Capital On Tap as a regular loans service,0,126082
1808,There is no option for bank feeds and the loan is paid in as and when we require it almost like a transfer from a separate account with a loan limit,0,126082
1809,We then have to pay back a minimum amount every month depending on the cumulative total we have loaned at the end of that month so the amount is never fixed always variable,0,126082
1810,I ideally want to record the capital we have received ad hoc the amount we have paid back monthly and the interest as an expense,0,126082
1811,The loan was started before we began using Xero so I realise I will need to enter a conversion balance,0,126082
1812,But I was wondering if anyone had any idea on how to go about recording the payments in the repayments out and the interest,3,126082
1813,Would I need to create two accounts one for loan and one for loan interest,3,126082
1814,I hope this makes sense and thanks in advance for any help or light you can shed on this,4,126082
1815,Many thanksJoe,4,126082
1816,Im just starting to reconcile after adding Kounta integration and am not sure how to handle cash purchases made from the cash register,0,139105
1817,If a supplier is paid cash on delivery from the till the deducted cash is recorded as cash out showing the reduced cash in the till,0,139105
1818,How do I record this invoice paid by cash in Xero,3,139105
1819,The Kounta integration only shows the reduced cash in cash register clearing account not the COGS account,1,139105
1820,When you receive a purchase order in Kounta it doesnt appear to allow you to specify how the invoice was paid,1,139105
1821,ThanksChristie,4,139105
1822,I have been using Xero for a couple of years and absolutely love it,0,127624
1823,However I have a major problem today in that one of my clients is now registered for the Flat Rate Scheme at 12,1,127624
1824,When I generate the VAT Return every box is coming up 000,1,127624
1825,Can anyone help ,3,127624
1826,I am currently looking for a quicker and more accurate way to report my super contributions,0,137054
1827,We currently use CBUS clearing account however the CSV file they require every month is not downloadable from Xero,1,137054
1828,Does anyone else upload a file direct from Xero to a clearing house,3,137054
1829,I tried to use the auto option in Xero through Click Super but as I need receipts to send to customers and neither Click or Xero can offer any reporting this is a dead end,1,137054
1830,Any suggestions,3,137054
1831,We currently use Xero and are now in the process of finding a suitable POS and Stock control system,0,139449
1832,Ideally the POS system we would like touch screen based suitable for staff with limited computer skills or even iPad as we    could operate with more than one sales counter Our stock is varied from standard hardware  building lines  through to Animal health and stock feedso we need to be able to sell in the same item in different formats bulk and per metre  or per KG  or single unitsWe do run monthly accounts for customers as well,0,139449
1833,we previously tried myob retail manager  and it failed as it was far to complex,1,139449
1834,HiWe have some suppliers who have up to 70 invoices required for paymentTo avoid having to enter these all individually we create one purchase for the supplier,0,134058
1835,and in the body of the purchase enter all the invoices Of course we are unable to list every invoice number in the reference box so we call it by the month of statement,0,134058
1836,It makes it very easy then to identity pick up  batch all bills that need to be paid at the end of the month as they all have the same reference,0,134058
1837,This works fine for us but we do get requests from our suppliers as to what invoices we are paying as the remittance only says April 17 Statement,1,134058
1838,Is there anyway to send a remittance with the body of the purchase showing,3,134058
1839,Are we purchasing incorrectly,3,134058
1840,Thanks,4,134058
1841,HiI run a staff temping agency and hire out my staff to other businesses,0,138923
1842,Is there a Xero connected app that allows the clients to approve timesheets online,3,138923
1843,Thanks,4,138923
1844,Hi I was asked to run an aged receivables report for 90 days and older retentions of 510,0,134874
1845,but when I did there were invoices showing up as outstanding but when you drill into them its been paid and the outstanding amount is 0,1,134874
1846,Has anyone had this issue before,3,134874
1847,I have been advised by our accountant to put through a number of invoices from a client as a bad debt,0,125232
1848,I followed the forum posts and set up the account code and put through as credit notes but Im told this isnt what they want,1,125232
1849,Is it possible to put through a bad debt differently such a journal entry on an accrual scheme so that we can claim the VAT back but stillleave the invoices open in case we do eventually get payments in,3,125232
1850,We want to still be able to send statements etc if requested but adding a credit note to the invoices means that we are not able to do this as theyre down as paid,0,125232
1851,Hi thereWe dont raise Xero invoices for our occasional suppliers instead well simply create the transactions at reconciliation timeadding a new contact as necessary,0,128746
1852,My question is   whats the easiest way to search for these transactions by contact name,3,128746
1853,I had a case this morning where I needed to quickly add a file to a historical transaction for a known contact and I had to do the following Start at the dashboard Click on Accounts  Bank Accounts Click the correct bank account Click the Transactions tab Click Search enter the contact nameClick the appropriate transaction from the list that appears,0,128746
1854,Thats quite laborious and also involves knowing which bank account the transaction belongs to,1,128746
1855,What am I missing here,3,128746
1856,I tried instead to do it via the Contacts page searched and found the correct contact but there didnt seem to be a link to click through and view alltransactions associated with that contact,1,128746
1857,Frustratingly I could see a bar graph visualising the transaction amounts but no obvious way to view them,1,128746
1858,HiThis is a more general question about physical inventory management and not necessarily related to Xerobut I figure that this is probably a good place to ask as I cant be the only person selling physical products,0,135892
1859,My business is wholesale alcohol business and we have to do regular inventory counts in our multiple warehouses,0,135892
1860,At the moment this is done manually on paper and then transferred to excel,0,135892
1861,I would like to move to a more automated system where the person doing the inventory count scans a product barcode and types in the number of items in the warehouse,0,135892
1960,HiI would like to know if there is a way to force expire the token,3,46916
1862,If this can be achieved with a barcode scanner that links wirelessly to an app on a tablet or phone it would be great,0,135892
1863,Ive been trying to find suitable products to do this but havent yet found the right solution,1,135892
1864,How do other people handle this,3,135892
1865,Are there any hardware  software solutions out there that you would recommend,3,135892
1866,ThanksHarold,4,135892
1867,HiThe Australian Payroll API was recently updated to include USI unique superannuation identifier,0,45917
1868,I have an external system I connect to Xero that tries to match a super fund based on SPINUSI and I cannot search by USI via the API ,0,45917
1869,When I to find a Super Fund via the API by querying on the new USI field and it keeps returning an error USI property is not supported for Where or Order clause,1,45917
1870,I can query by other fields eg SPIN Example query payrollxro10SuperFundsWhereUSI3D3D22TLS0100AU22 ,0,45917
1871,API exception returned USI property is not supported for Where or Order clause,1,45917
1872,Can anyone help,3,45917
1873,I am getting reports from users of an error Account could not be found when sending their sales to Xero via the API,1,46105
1874,It appears that the accounts they are sending to exist is there anything else that can cause this error,3,46105
1875,HeyWe are looking for a highly experianced developer who has is well versed in Ruby On Rails to intergrate veeqocom with Xero,1,46599
1876, So that Veeqocom clients can export their sales invoicespurchase ordersCOGS to Xero,0,46599
1877, Preferably someone who has experience of doing something similar would be great,0,46599
1878,HiHow do I  set the Branding theme when creating a new invoice using BrandingThemeId,3,45852
1879, How do I find the GUID that is related to the theme I want to use,3,45852
1880,Hi Guys I just noticed something that might been little strange or also might be by design,0,46022
1881,when creating an invoice i include the contact record details no guid full details this normally either creates a new contact or finds and existing one,0,46022
1882,during testing i noticed that one of the contact matched even thou the company name was different,1,46022
1883,it then updated the contact and changed the company name  Edited t26 Jun 2014 320 pm tSystem Generated tName changed from OLD COMPANY to NEW COMPANY,0,46022
1884,personally would have expected the new company to be created not some existing company updated,1,46022
1885,Can you please let me rules that are used for matching contacts as for some of the records i am processing i might have to create a contact in a separate call and pass in the guid instead,3,46022
1886,particularly if a customer has multiple businesses operating from the same location,0,46022
1887,ThanksPaul,4,46022
1888,How can I add the parameter UpdatedDateUTC with the object to Xero ,3,45787
1889,Im trying to get invoices from one system to Xero but with the other systems modifieddates,0,45787
1890,Im adding it with the XML object but it does not seem to make any difference,1,45787
1891, Example object objectSimpleXMLElement Object    Invoice  SimpleXMLElement Object                    InvoiceID  4fa68953c4cc4c5eab645e9f38b6e0f5            Type  ACCREC            Contact  SimpleXMLElement Object                                    ContactID  85d15bf3207f42788449e12dade98c66                            Date  20150706            DueDate  20150706            InvoiceNumber  INV0031            CurrencyCode  USD            CurrencyRate  1000000000000000            Status  AUTHORISED            SentToContact  false            SubTotal  5985            TotalTax  524            Total  6509            LineAmountTypes  Exclusive            UpdatedDateUTC  20150706T131046            LineItems  SimpleXMLElement Object                                    LineItem  SimpleXMLElement Object                                                    AccountCode  200                            TaxType  TAX001                            Description  Fish out of Water Finding Your Brand                            Quantity  30000                            UnitAmount  199500                            ItemCode  BOOK                            TaxAmount  5236875                            LineAmount  5985                            DiscountRate  00000                                                ,2,45787
1892,Hi thereAt the moment we use the demo environment,0,44624
1893,However have three problems with it,1,44624
1894,One of them is that it does not contain our production data and the second one is that it expires after 30 days,1,44624
1895,The third problem is that it is bound to one account which makes it harder for the developers to share one demo environment to test,1,44624
1896,Does Xero support a sandbox environment or an environment which is a copy of production,3,44624
1897,Or is it possible to keep the demo environment alive for more then 30 days including the sharing of the demo account,3,44624
1898,Thanks and RegardsKeethanjan,4,44624
1899,Im wondering if there is any way to limit the number of results returnedfor example an equivalent to SELECT TOP 100 in SQLWe intend to create about 800 invoices per month via the API and all of them will be created on the same day and have the same invoice date and due date so I dont think we could use any date fields or if modified since to limit the results,3,46320
1900,  When issuing a GET request on these ideally wed be able to split it up into 8 different API calls ie,1,46320
1901,in the following pseudo codetRequest 1 of 8 Get the top 100 records where invoice date is 20120402T000000 order by UpdatedDateUTCtRequest 2 of 8 Get the top 100 records where invoice date is 20120402T000000 and UpdatedDateUTC  the last UpdatedDateUTC in Request 1 order by UpdatedDateUTCtAnd so on until there are no more records retrievedt,2,46320
1902,Is there any way either to limit the records returned or some other way to split up this request into multiple API calls,3,46320
1903,I am looking for a Xero Developer who can create a simple job sheet addon for my creative company,1,46662
1904,Will start as a simple job sheet but will no doubt grow into something bigger as my business grows,0,46662
1905,Very keen to discuss with anyone that can help,4,46662
1906,HiI am looking for an integration between Xero and Linnworks,1,44469
1907,We want to be able to exact invoices from Linnworks and pass them to Xero daily through an API integration,0,44469
1908,The invoices passed from the two system will include the following details1 Invoice Date 2 Invoice Number 3 Contact Name 4 Contact Address 5 Reference Number 6 Product Description 7 Product Quantity 8 Product Price 9 Currency 10 Delivery Cost 11 Sales Account 12 Tax Type,0,44469
1909,My client has a budget of Â£250 to Â£400 for the work,0,44469
1910,ThanksMark,4,44469
1911,I find the new Net library extremely unintuitive and convoluted,1,45062
1912,Even looking at the example implementations it is not a quick or easy thing to tease out the best way to implement and utilise this myself,1,45062
1913,I look forward to a straightforward library with straightforward example code of how to implement it,1,45062
1914,IMHO 9 arguments for a constructor is too many see PartnerMvcAuthenticator in the example code,1,45062
1915,Hello Ive got problem when trying to exchange request token to access token sending request to oauthAccessToken,1,47098
1916,First step was completed successfuly and I redirected myself to APIAuthoriseaspx page where I authorized my app to access my account,0,47098
1917,After redirecting me back to callback url I always get oauthproblemsignatureinvalidoauthproblemadviceFailed20to20validate20signature response from oauthAccessToken,1,47098
1918,Here are data I send and receiveThis code is provided by the developer community  Xero does not warrant it in any wayIm pretty sure that signature is made correctly ,0,47098
1919,I use OAuthSimple class provided in one of Xeros code samples,0,47098
1920,Full sample works correctly the problem appears when I try to attach the library into our application,1,47098
1921,Its the newest version available,0,47098
1922,HiI am using the Xero API and sending a HTTP GET request from my application to Xero to return Contacts that match a certain Name,0,45761
1923,Sousing instructions from httpdeveloperxerocomdocumentationgettingstartedhttprequestsandresponsestitle3 I send for example NameA Company Ltd urlencoded as part of the URL,0,45761
1924,This works fine until I search on a Name that includes a double quote in it,1,45761
1925,Does anyone know how to get it to work and Xero to not return an error when a double quote exists,3,45761
1926,I know its highly unlikely that a Name would have a double quote in it but its always best to make an application as robust as possible in my opinion no matter how unlikely,0,45761
1927,Many thanks in advanceCheersRhyd,4,45761
1928,Im trying to return all Invoices for June 2013 NOT just those that have been changed since a certain date,0,45185
1929,I can see how the API documentation handles this situation it says to use the following value for the where parameter from httpdeveloperxerocomapioverviewhttprequestsandresponsesgetfiltered,0,45185
1930,FullyPaidOnDate  DateTime2011 10 01 AND FullyPaidOnDate  DateTime2011 10 30,2,45185
1931,However Id like to use the useful xerophp wrapper if possible,1,45185
1932,After reading the github page and various discussions on here as well as the code it looks to me as if the filter I should be setting is as follows ie the value of the array item is itself an array made up of operand literal value,0,45185
1933,aFilter  arraytDate  arrayDateTime2013 06 01tDate  arrayDateTime2013 06 30result  xeroInvoicesaFilter,2,45185
1934,However this results in the following errorArray    ErrorNumber  16    Type  QueryParseException    Message  Operator  incompatible with operand types DateTime and String,1,45185
1935,Also of course as the field name is the array key I only end up with one array item not two as you can see in the array dump,1,45185
1936,Array    Date  Array                    0              1  DateTime20130630        ,2,45185
1937,Any help that you can offer would be appreciated,4,45185
1938,Dear SirsThis question is targeted toward Xero support people and administrators,0,46680
1939,I was not able to find answer to my question so I have to post my question here,0,46680
1940,COZYROC is the leading provider of thirdparty components for Microsoft SQL Server Integration Services,0,46680
1941,We have recently included adapters which support the Xero application,0,46680
1942,We would like to ask what information you need from us so you can post details about COZYROCs solution herehttpsdeveloperxerocomcodesamplestoolsoverview,3,46680
1943,Thank you for your time in advance,4,46680
1944,Hi all Im a newbie web developer and also new to xero api,0,45763
1945,What I am asking is simple How to create the function for a GETPOST request for invoices,3,45763
1946,I have looked at the api previwer understand the xml but not how to implement the run button function,1,45763
1947,Any sample code to look at including a submit button,3,45763
1948,I have been uploading Timesheets to Xero successfully in an application in C for over 12 months,0,44963
1949,With the latest revision of the app no changes to the codeline used for the Timesheets upload I am no longer able to do the uploads and am getting a BadRequest exception raised,1,44963
1950,The detail merely shows A validation exception occurred,1,44963
1951,I have the ApiTimesheetsCreate in a trycatch block with three separate catch blocks,0,44963
1952,The first of these iscatch XeroApiInfrastructureExceptionValidationException vEbut this is not trapping,1,44963
1953,The second catch block is for BadRequestException and that traps,0,44963
1954,How can I then determine the actual Validation errors,3,44963
1955,The full ValidationException block containsterrStore  Validation errors from xerorntforeach var v in vEValidationErrorsttterrStore  vMessage  rnttAppGlobalsloggerErrorError TS Upload error  vMessage  rnt,1,44963
1956,but with that not being trapped how can I find the errors,3,44963
1957,Why does the BadRequest exception supersede the ValidationException or are there multiple exceptions occurring,3,44963
1958,It makes life fairly difficult when my client cannot determine what has gone wrong without my having to get into debug mode on a production system,1,44963
1961,I want to test my application against different scenarios so it will be great if we can induce token expiration instead of having to wait 30 minutes for it to systematically expire,1,46916
1962,I am using a public application and official PHP Xero API wrapper,0,46916
1963,Thanks,4,46916
1964,Why is it that Xero will not accept an email address with numeric characters in the TLD either by API or manual Contact entry,3,44426
1965,There are TLDs which have numeric character in them listed on IANA  httpdataianaorgTLDtldsalphabydomaintxt  scroll down to XN domains,0,44426
1966,encoded as xnmgberp4a5d4ar alSaudiah in Arabic Scriptwhich is registered to the Saudi Network Information Centre,0,44426
1967,I get thrown this error via APIError 10 ValidationException A validation exception occurred Email address must be valid Email address must be valid,1,44426
1968,Thanks,4,44426
1969,HiI have a web app that requires invoicing inventory and payroll access to insert timesheets,0,46159
1970,Have got it working using the core api Version 2  have got hold of the payroll DotNet sample which looks to be the same as the core api sample with a console payroll section,0,46159
1971,Anyway the example doesnt show the situation where I wan to use both apisie I want to process invoices using the core api and then turn the page to payroll and insert timesheets,1,46159
1972,Do I have to log out of 1 and log into the other,3,46159
1973,Can I use the same access token to create both payroll and core repositories,3,46159
1974,Any examples of the above in DotNet,3,46159
1975,First scenarioI am using the PUT method to create an invoice in Xero,0,45385
1976,I have an issue with the lineAmount when a CurrencyRate apply,1,45385
1977,This is one of my LineItems in my Invoice XMLLineItemtDescription EDGA01INVBE3983TraveltLineAmount 66201300tTaxAmount 00000tAccountCode RET300tCurrency fields as part of the Invoice XMLCurrencyCode USDCurrencyRate 00743The lineItem in the response from XERO looked like this for the above line item          Description EDGA01INVBE3983Travel          UnitAmount 6620          TaxType NONE          TaxAmount 000          LineAmount 6620          AccountCode RET300          Tracking           Quantity 10000          LineItemID 732ca155e1bc4fe0bb77504f25540034          ValidationErrors ,2,45385
1978,Why does the LineAmount change to 6620 does XERO only accepts 2 decimal points,3,45385
1979,Second scenarioI decided to send through the lineAmount with 2 decimal points,0,45385
1980,This is one of my LineItems in my Invoice XMLLineItemtDescription ILLI11INVBE3985SetuptLineAmount 22425tTaxAmount 000tAccountCode ASC400Currency fields as part of the Invoice XMLCurrencyCode EURCurrencyRate 00690,2,45385
1981,So according to my understanding Xero should do a reverse calculation for the value in the Revenue account 22425  00690  R325000 but instead the Revenue account reports R324999,1,45385
1982,HiI am trying to modify a paid invoice by changing the accountcode for given line item I can modified unpaid invoice with out a problem,0,45515
1983,However once the payment exist I receive the error Invoice not of valid status for modificationWhich makes sense however I was hoping since I am able to change the item account code easily on the web UI even if an payment has been created    that I could do the same thing via the API,1,45515
1984,Any ideas are highly appreciatedthank youJacob,4,45515
1985,HiWe are trying to integrate Xero into our web based application for accounting ,0,44498
1986,We have different versions of same product running on cloud  each client has its own url like https clientnameourproductcom,0,44498
1987,Will you please suggest what app type we should use ,3,44498
1988,Hi GuysI did a quick search for this but couldnt find an answer I was looking for The documentation describes  Daily Limit 5000 calls in a rolling 24 hour window,0,45329
1989,We have different versions of same product running on cloud  each client has its own url like https clientnameourproductcom,0,45329
1990,At what time does the count reset,3,45329
1991,Is this relative to the API token you are using and when this is created or is it every 0000UTC or at some other time,3,45329
1992,Id like to track the API calls we make to ensure we throttle properly so we never hit the limit however thats difficult to program unless I know when the API limits are reset,1,45329
1993,ThanksChris,4,45329
1994,HiIm using the NET wrapper and want to use the Contact settings as default for the lineitem details,0,45018
1995,Specifically I want to apply a discount or determine whether items are tax inclusive or exclusive based off of the account,1,45018
1996,Can someone point out how to do that,3,45018
1997,Heres my codeDim wInvoice As New XeroApiModelInvoice        Dim wContact As New XeroApiModelContact        Dim Contact Name As String        ContactName  Test Contact        Dim myContacts  From contacts In repositoryContacts                         Where contactsName  ContactName        For Each myContact As XeroApiModelContact In myContacts            Dim myContactID As String  myContactContactIDToString            wContactContactID  New SystemGuidmyContactID            wInvoiceContact  wContact            wInvoiceInvoiceNumber  TEST            wInvoiceDate  10292015            wInvoiceType  ACCREC            wInvoiceDueDate  10302015            wInvoiceStatus  DRAFT            wInvoiceLineItems  New XeroApiModelLineItems            Dim wLineItem  New XeroApiModelLineItem            wLineItemQuantity  2            wLineItemDescription  Item1            wLineItemItemCode  9            wInvoiceLineItemsAddwLineItem            wLineItem  New XeroApiModelLineItem            wLineItemQuantity  3            wLineItemDescription  Item2            wLineItemItemCode  1            wInvoiceLineItemsAddwLineItem            wLineItem  New XeroApiModelLineItem            wLineItemQuantity  4            wLineItemDescription  Item3            wLineItemItemCode  17            wInvoiceLineItemsAddwLineItem            Dim sResults  repositoryCreateOf XeroApiModelInvoicewInvoice            If sResultsValidationErrorsCount  0 Then                MsgBoxInvoice Created            Else                For Each something In sResultsValidationErrors                    MsgBoxsomethingMessage                Next            End If        Next,2,45018
1998,Thanks,4,45018
1999,With a payment that is part of a bulk payment this returns the first purchase invoice associated with the bulk payment rather than the correct purchase invoice,1,45181
2000,based on the payment amount it seems like a bulk payment divides into smaller payments but the invoice does not correspond,1,45181
2001,foreach Payment vopayment in repositoryPaymentsWherex  xDate  datebegin  xDate  dateend  xStatus  DELETED  xStatus  VOIDED  xInvoiceType  ACCPAY                                    vspaymentstring  ConvertToDateTimevopaymentDateToStringyyyyMMdd    vopaymentInvoiceInvoiceNumber    vopaymentPaymentID  ,2,45181
2002,Hi thereFirstly apologies if this is in the wrong place,0,45011
2003,There were at least 3 possible places this question couldve been created but I figured as Im using wrapper code it should go here,0,45011
2004,Im using the NET Xero API SDK 2020 in CIm trying to send an invoice to a customer upon payment,0,45011
2005,It should be sent with the invoice in a paid state so there is no confusion,0,45011
2006,Ive got the code down good to apply the payment to the invoice and sending the email goes fine,0,45011
2007,But then when we try to update the invoice to say its been sent out I get the following validation errors Invoice not of valid status for modification This document cannot be edited as it has a payment or credit note allocated to it,1,45011
2008,Here is some of the code Im using t bits and bobs to get the payment madetprivateAppApiPaymentsCreatepaymenttEmailInvoicepaymenttUpdateXeroInvoiceSentToContactpaymentInvoiceprivate void UpdateXeroInvoiceSentToContactXeroModelsInvoice invoicetinvoiceSentToContact  truetprivateAppApiInvoicesUpdateinvoice,2,45011
2009,Any ideas of how this couldshould be handled,3,45011
2010,I thought about trying to set the sent status first then applying the payment and then sending the email The problem with this approach is that Id get caught out again if something went wrong sending the email I wouldnt then be able to set SentToContact to false because a payment has been applied Which doesnt feel quite right,1,45011
2011,Any help appreciatedCheersCraig,4,45011
2012,I am trying to work out the best way to update an existing Timesheet Australian Payroll API without replacing or overwriting the existing TimesheetLines,0,45868
2013,At the moment when POSTING and specifying the TimesheetID the existing TimesheetLines are lost,1,45868
2014,Also if the Timesheet is Approved then you can no longer POST to it,1,45868
2015,Having to rePOST the entire TimesheetLines content seems odd,1,45868
2016,Suggestions very welcome,4,45868
2017,We have developed an integration between our software a Net Winforms application with Xero        allowing the user to import revenue and expense transactions using the API into our software,0,46784
2018,At the moment every time the user wants to execute this import from within our software they are presented with a Xero authentication page         where they enter in the username and password and then on a second page select the â€˜organisationâ€™ they want to allow our software to access    screenshot  httpswwwscreencastcomtJCwxMns3bW8 ,0,46784
2019,I see that there is an â€˜Allow access for 30 minsâ€™ option which saves them from having to login multiple times however it still always prompts the user during this 30min period to select the Xero organisation,1,46784
2020,Is it possible for us to capture and store their Xero username  password and the organisation that they have originally selected within our software so we can programmatically use them in the future,3,46784
2021,So each time they would want to execute an import they wonâ€™t have to login or select their organisation again Is this possible to do with Xero,4,46784
2022,Our AffinityLive product allows users to record expenses against a project,0,46210
2023,In some cases they may not be personal expenses but ones paid for already by a business credit card or chequebook etc,0,46210
2024,We are wondering if these expenses can be pushed through to Xero via the API,3,46210
2025,My understanding is that these are not Expense Claims assigned to a user but are more general business expenses which are recorded differently,1,46210
2026,Were a bit lost on how to proceed  part of the problem of course is that were not accountants and may be taking the wrong approach,1,46210
2027,Appreciate any advice,4,46210
